date,session_key,meeting_key,driver_number,pit_duration,lap_number
2023-09-24T05:07:15.655000+00:00,9173,1220,24,41.0,1
2023-09-24T05:07:19.952000+00:00,9173,1220,23,50.1,1
2023-09-24T05:07:54.608000+00:00,9173,1220,77,55.8,1
2023-09-24T05:09:29.028000+00:00,9173,1220,11,32.4,2
2023-09-24T05:09:44.387000+00:00,9173,1220,2,32.7,2
2023-09-24T05:17:08.457000+00:00,9173,1220,2,43.8,5
2023-09-24T05:19:22.908000+00:00,9173,1220,77,53.5,6
2023-09-24T05:21:42.405000+00:00,9173,1220,27,23.5,8
2023-09-24T05:23:20.388000+00:00,9173,1220,22,22.9,9
2023-09-24T05:24:59.089000+00:00,9173,1220,40,23.1,10
2023-09-24T05:25:09.105000+00:00,9173,1220,24,24.0,10
2023-09-24T05:26:35.525000+00:00,9173,1220,14,24.0,11
2023-09-24T05:28:47.742000+00:00,9173,1220,20,23.8,12
2023-09-24T05:29:04.194000+00:00,9173,1220,11,41.4,12
2023-09-24T05:29:49.553000+00:00,9173,1220,81,24.4,13
2023-09-24T05:30:50.864000+00:00,9173,1220,23,52.1,13
2023-09-24T05:32:01.707000+00:00,9173,1220,18,23.4,14
2023-09-24T05:34:56.563000+00:00,9173,1220,1,24.3,16
2023-09-24T05:35:14.813000+00:00,9173,1220,44,24.8,16
2023-09-24T05:36:44.936000+00:00,9173,1220,4,23.5,17
2023-09-24T05:36:47.342000+00:00,9173,1220,16,23.1,17
2023-09-24T05:38:27.966000+00:00,9173,1220,55,23.0,18
2023-09-24T05:38:45.809000+00:00,9173,1220,10,24.4,18
2023-09-24T05:44:03.803000+00:00,9173,1220,27,23.6,21
2023-09-24T05:44:51.896000+00:00,9173,1220,2,35.1,21
2023-09-24T05:48:30.017000+00:00,9173,1220,63,24.0,24
2023-09-24T05:50:32.297000+00:00,9173,1220,14,24.2,25
2023-09-24T05:50:44.796000+00:00,9173,1220,40,23.6,25
2023-09-24T05:55:32.932000+00:00,9173,1220,31,23.7,28
2023-09-24T05:57:30.867000+00:00,9173,1220,24,24.1,29
2023-09-24T05:59:05.413000+00:00,9173,1220,22,23.3,30
2023-09-24T06:01:03.864000+00:00,9173,1220,20,23.8,31
2023-09-24T06:05:01.859000+00:00,9173,1220,16,22.9,34
2023-09-24T06:05:07.953000+00:00,9173,1220,44,23.6,34
2023-09-24T06:05:29.046000+00:00,9173,1220,10,24.6,34
2023-09-24T06:06:35.420000+00:00,9173,1220,81,23.1,35
2023-09-24T06:08:07.059000+00:00,9173,1220,4,23.1,36
2023-09-24T06:09:30.183000+00:00,9173,1220,1,23.6,37
2023-09-24T06:10:47.666000+00:00,9173,1220,27,23.3,37
2023-09-24T06:11:39.493000+00:00,9173,1220,55,23.3,38
2023-09-24T06:13:16.726000+00:00,9173,1220,11,2485.9,13
2023-09-24T06:15:30.208000+00:00,9173,1220,11,30.6,14
2023-10-07T17:54:53.041000+00:00,9220,1221,18,28.9,11
2023-10-07T17:54:53.869000+00:00,9220,1221,24,29.1,11
2023-10-07T17:54:55.603000+00:00,9220,1221,20,28.9,11
